Hour=2, Sec=0, ControlIter=1, Element=StorageController2.sc, Action=FLEET SET TO CHARGING BY TIME TRIGGER
Hour=19, Sec=0, ControlIter=2, Element=StorageController2.sc, Action=REQUESTING STORAGE2.G TO DISPATCH 223.368 KW. FINAL KWOUT IS 223.368 KW
Hour=20, Sec=0, ControlIter=1, Element=StorageController2.sc, Action=ATTEMPTING TO DISPATCH -215.108 KW WITH 4726.16 KWH REMAINING AND 1470 KWH RESERVE.
Hour=20, Sec=0, ControlIter=1, Element=StorageController2.sc, Action=REQUESTING STORAGE2.A TO DISPATCH 69.2703 KW. FINAL KWOUT IS 69.2703 KW
Hour=20, Sec=0, ControlIter=1, Element=StorageController2.sc, Action=REQUESTING STORAGE2.B TO DISPATCH 169.27 KW. FINAL KWOUT IS 169.27 KW
Hour=20, Sec=0, ControlIter=1, Element=StorageController2.sc, Action=REQUESTING STORAGE2.C TO DISPATCH 191.425 KW. FINAL KWOUT IS 191.425 KW
Hour=20, Sec=0, ControlIter=1, Element=StorageController2.sc, Action=REQUESTING STORAGE2.D TO DISPATCH 192.032 KW. FINAL KWOUT IS 192.032 KW
Hour=20, Sec=0, ControlIter=1, Element=StorageController2.sc, Action=REQUESTING STORAGE2.E TO DISPATCH 119.27 KW. FINAL KWOUT IS 119.27 KW
Hour=20, Sec=0, ControlIter=1, Element=StorageController2.sc, Action=REQUESTING STORAGE2.F TO DISPATCH 169.27 KW. FINAL KWOUT IS 169.27 KW
Hour=20, Sec=0, ControlIter=1, Element=StorageController2.sc, Action=REQUESTING STORAGE2.G TO DISPATCH 192.638 KW. FINAL KWOUT IS 192.638 KW
Hour=21, Sec=0, ControlIter=1, Element=StorageController2.sc, Action=ATTEMPTING TO DISPATCH -351.972 KW WITH 3496.27 KWH REMAINING AND 1470 KWH RESERVE.
Hour=21, Sec=0, ControlIter=1, Element=StorageController2.sc, Action=REQUESTING STORAGE2.A TO DISPATCH 18.9886 KW. FINAL KWOUT IS 18.9886 KW
Hour=21, Sec=0, ControlIter=1, Element=StorageController2.sc, Action=REQUESTING STORAGE2.B TO DISPATCH 118.989 KW. FINAL KWOUT IS 118.989 KW
Hour=21, Sec=0, ControlIter=1, Element=StorageController2.sc, Action=REQUESTING STORAGE2.C TO DISPATCH 141.143 KW. FINAL KWOUT IS 141.143 KW
Hour=21, Sec=0, ControlIter=1, Element=StorageController2.sc, Action=REQUESTING STORAGE2.D TO DISPATCH 141.75 KW. FINAL KWOUT IS 141.75 KW
Hour=21, Sec=0, ControlIter=1, Element=StorageController2.sc, Action=REQUESTING STORAGE2.F TO DISPATCH 118.989 KW. FINAL KWOUT IS 118.989 KW
Hour=21, Sec=0, ControlIter=1, Element=StorageController2.sc, Action=REQUESTING STORAGE2.G TO DISPATCH 142.357 KW. FINAL KWOUT IS 142.357 KW
Hour=22, Sec=0, ControlIter=1, Element=StorageController2.sc, Action=ATTEMPTING TO DISPATCH -778.753 KW WITH 2673.63 KWH REMAINING AND 1470 KWH RESERVE.
Hour=22, Sec=0, ControlIter=1, Element=StorageController2.sc, Action=REQUESTING STORAGE2.A TO DISPATCH -92.2619 KW. SETTING STORAGE2.A TO IDLING STATE. FINAL KWOUT IS -1.21359 KW
Hour=22, Sec=0, ControlIter=1, Element=StorageController2.sc, Action=REQUESTING STORAGE2.B TO DISPATCH 7.73813 KW. FINAL KWOUT IS 7.73813 KW
Hour=22, Sec=0, ControlIter=1, Element=StorageController2.sc, Action=REQUESTING STORAGE2.C TO DISPATCH 29.8925 KW. FINAL KWOUT IS 29.8925 KW
Hour=22, Sec=0, ControlIter=1, Element=StorageController2.sc, Action=REQUESTING STORAGE2.D TO DISPATCH 30.4993 KW. FINAL KWOUT IS 30.4993 KW
Hour=22, Sec=0, ControlIter=1, Element=StorageController2.sc, Action=REQUESTING STORAGE2.F TO DISPATCH 7.73813 KW. FINAL KWOUT IS 7.73813 KW
Hour=22, Sec=0, ControlIter=1, Element=StorageController2.sc, Action=REQUESTING STORAGE2.G TO DISPATCH 31.1061 KW. FINAL KWOUT IS 31.1061 KW
Hour=22, Sec=0, ControlIter=2, Element=StorageController2.sc, Action=ATTEMPTING TO DISPATCH -149.93 KW WITH 2673.63 KWH REMAINING AND 1470 KWH RESERVE.
Hour=22, Sec=0, ControlIter=2, Element=StorageController2.sc, Action=REQUESTING STORAGE2.B TO DISPATCH -13.6804 KW. SETTING STORAGE2.B TO IDLING STATE. FINAL KWOUT IS -2.42718 KW
Hour=22, Sec=0, ControlIter=2, Element=StorageController2.sc, Action=REQUESTING STORAGE2.C TO DISPATCH 8.474 KW. FINAL KWOUT IS 8.474 KW
Hour=22, Sec=0, ControlIter=2, Element=StorageController2.sc, Action=REQUESTING STORAGE2.D TO DISPATCH 9.0808 KW. FINAL KWOUT IS 9.0808 KW
Hour=22, Sec=0, ControlIter=2, Element=StorageController2.sc, Action=REQUESTING STORAGE2.F TO DISPATCH -13.6804 KW. SETTING STORAGE2.F TO IDLING STATE. FINAL KWOUT IS -2.42718 KW
Hour=22, Sec=0, ControlIter=2, Element=StorageController2.sc, Action=REQUESTING STORAGE2.G TO DISPATCH 9.6876 KW. FINAL KWOUT IS 9.6876 KW
Hour=23, Sec=0, ControlIter=1, Element=StorageController2.sc, Action=ATTEMPTING TO DISPATCH -1526.14 KW WITH 2627.38 KWH REMAINING AND 1470 KWH RESERVE.
Hour=23, Sec=0, ControlIter=1, Element=StorageController2.sc, Action=REQUESTING STORAGE2.C TO DISPATCH -209.546 KW. SETTING STORAGE2.C TO IDLING STATE. FINAL KWOUT IS -4.24757 KW
Hour=23, Sec=0, ControlIter=1, Element=StorageController2.sc, Action=REQUESTING STORAGE2.D TO DISPATCH -208.939 KW. SETTING STORAGE2.D TO IDLING STATE. FINAL KWOUT IS -3.64078 KW
Hour=23, Sec=0, ControlIter=1, Element=StorageController2.sc, Action=REQUESTING STORAGE2.G TO DISPATCH -208.332 KW. SETTING STORAGE2.G TO IDLING STATE. FINAL KWOUT IS -3.03398 KW
